fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
71,0.17,0.38,NA,0.052,49,182,0.9958,335,0.52,96,6,White
102,0.29,0.49,26,0.059,5,13,0.9976,305,0.74,105,7,Red
63,0.2,0.37,NA,0.045,58,130,0.99519,32,0.35,108,5,White
75,0.58,0.56,31,0.153,5,14,0.99476,321,1.03,116,6,Red
71,0.44,0.27,NA,0.057,60,160,0.99257,316,0.36,118,6,White
98,0.51,0.19,32,0.081,8,30,0.9984,323,0.58,105,6,Red
8,0.28,0.42,NA,0.045,41,169,0.9959,317,0.43,106,5,White
71,0.32,0.32,11,0.038,16,66,0.9937,324,0.4,115,3,White
78,0.53,0.33,24,0.08,24,144,0.99655,33,0.6,95,5,Red
68,0.63,0.04,NA,0.058,25,133,0.99271,317,0.39,102,4,White
67,0.36,0.28,NA,0.034,29,81,0.99151,296,0.39,125,6,White
53,0.43,0.11,NA,0.029,6,51,0.99076,351,0.48,112,4,White
64,0.37,0.2,NA,0.117,61,183,0.99459,324,0.43,95,5,White
75,0.21,0.68,NA,0.045,38,133,0.9978,3,0.36,87,5,White
63,0.33,0.42,NA,0.037,57,170,0.99884,326,0.57,94,6,White
62,0.46,0.25,NA,0.066,62,207,0.9939,325,0.52,98,5,White
94,0.43,0.24,28,0.092,14,45,0.998,319,0.73,10,6,Red
76,0.18,0.36,NA,0.049,38,123,0.996,36,0.46,103,5,White
76,0.41,0.49,2,0.088,16,43,0.998,348,0.64,91,5,Red
88,0.24,0.54,25,0.083,25,57,0.9983,339,0.54,92,5,Red
87,0.625,0.16,2,0.101,13,49,0.9962,314,0.57,11,5,Red
65,0.29,0.52,NA,0.049,35,192,0.99551,316,0.51,95,6,White
65,0.16,0.33,1,0.027,23,75,0.9908,33,0.39,114,7,White
62,0.35,0.31,NA,0.036,37,92,0.98938,327,0.53,128,7,White
7,0.31,0.29,NA,0.037,33,128,0.9896,312,0.36,122,7,White
83,0.19,0.49,NA,0.051,11,137,0.9918,306,0.46,11,6,White
6,0.23,0.34,NA,0.025,23,111,0.98961,336,0.37,127,6,White
63,0.34,0.19,NA,0.041,22,145,0.9943,315,0.63,99,5,White
76,0.29,0.26,NA,0.042,32,160,0.9944,314,0.47,107,5,White
79,0.545,0.06,4,0.087,27,61,0.9965,336,0.67,107,6,Red
57,0.6,0,14,0.063,11,18,0.99191,345,0.56,122,6,Red
81,0.5,0.47,NA,0.037,23,126,0.9938,321,0.42,109,5,White
78,0.25,0.37,1,0.043,10,80,0.99128,308,0.38,114,5,White
68,0.16,0.36,NA,0.034,32,98,0.99058,302,0.58,113,6,White
7,0.16,0.32,NA,0.032,29,80,0.98972,323,0.36,121,6,White
68,0.17,0.35,NA,0.04,29,84,0.98961,291,0.57,12,7,White
57,0.22,0.33,NA,0.036,37,110,0.98945,326,0.58,124,6,White
66,0.25,0.35,NA,0.034,38,121,0.99008,319,0.4,128,6,White
7,0.22,0.26,NA,0.027,37,122,0.99228,306,0.34,125,8,White
76,0.41,0.24,18,0.08,4,11,0.9962,328,0.59,95,5,Red
127,0.6,0.49,28,0.075,5,19,0.9994,314,0.57,114,5,Red
82,0.29,0.33,NA,0.036,28,118,0.9953,296,0.4,109,7,White
96,0.23,0.4,NA,0.044,19,135,0.9937,296,0.49,109,5,White
66,0.23,0.2,NA,0.044,45,131,0.99604,296,0.51,97,6,White
64,0.24,0.25,NA,0.083,35,157,0.99976,317,0.5,91,5,White
67,0.18,0.3,NA,0.048,40,251,0.9956,329,0.52,10,5,White
74,0.2,0.37,NA,0.028,28,89,0.99132,314,0.61,118,6,White
48,0.33,0,NA,0.028,34,163,0.9937,335,0.61,99,5,White
69,0.31,0.32,NA,0.024,20,166,0.99208,305,0.54,98,6,White
64,0.595,0.14,NA,0.058,15,97,0.9951,338,0.36,9,4,White
7,0.35,0.31,NA,0.069,15,162,0.9944,318,0.47,94,5,White
6,0.21,0.38,NA,0.02,22,98,0.98941,326,0.32,118,6,White
67,0.16,0.32,NA,0.035,18,156,0.99666,288,0.36,9,6,White
108,0.32,0.44,16,0.063,16,37,0.9985,322,0.78,10,6,Red
67,0.24,0.3,NA,0.042,105,179,0.99189,304,0.59,113,8,White
107,0.52,0.38,26,0.066,29,56,0.99577,315,0.79,121,7,Red
73,0.155,0.49,NA,0.039,34,136,0.9926,314,0.77,105,6,White
7,0.34,0.1,NA,0.044,17,63,0.9937,301,0.39,92,5,White
84,0.17,0.31,NA,0.038,29,132,0.9945,31,0.32,106,7,White
71,0.49,0.22,2,0.047,1465,3075,0.9924,324,0.37,11,3,White
75,0.21,0.29,NA,0.046,35,107,0.99123,315,0.45,113,6,White
59,0.645,0.12,2,0.075,32,44,0.99547,357,0.71,102,5,Red
116,0.44,0.64,21,0.059,5,15,0.998,321,0.67,102,6,Red
68,0.31,0.42,NA,0.046,50,173,0.9958,319,0.46,9,5,White
57,0.41,0.21,NA,0.048,30,112,0.99138,329,0.55,112,6,White
63,0.19,0.29,NA,0.042,44,189,0.99304,319,0.47,103,6,White
6,0.32,0.3,NA,0.174,46,159,0.99519,318,0.49,94,5,White
79,0.19,0.42,16,0.057,18,30,0.994,329,0.69,112,6,Red
76,0.23,0.34,NA,0.043,24,129,0.99305,312,0.7,104,5,White
78,0.3,0.29,NA,0.054,23,135,0.9998,316,0.38,9,6,White
106,0.36,0.57,23,0.087,6,20,0.99676,314,0.72,111,7,Red
117,0.28,0.47,17,0.054,17,32,0.99686,315,0.67,106,7,Red
76,0.2,0.26,NA,0.086,37,133,0.9963,315,0.42,92,5,White
93,0.33,0.45,15,0.057,19,37,0.99498,318,0.89,111,7,Red
6,0.17,0.33,6,0.036,30,111,0.99362,332,0.58,101333300000000,7,White
104,0.44,0.73,655,0.074,38,76,0.999,317,0.85,12,7,Red
7,0.35,0.17,NA,0.049,7,119,0.99297,313,0.36,97,6,White
57,0.44,0.13,7,0.025,28,173,0.9913,333,0.48,125,6,White
63,0.27,0.46,NA,0.037,61,212,0.9971,325,0.53,95,6,White
75,0.34,0.35,6,0.034,12,126,0.9924,316,0.39,12,7,White
72,0.14,0.35,NA,0.036,15,73,0.9938,346,0.39,99,5,White
7,0.4,0.32,36,0.061,9,29,0.99416,328,0.49,113,7,Red
73,0.21,0.49,NA,0.038,44,152,0.9912,332,0.44,126,7,White
63,0.26,0.42,NA,0.045,62,209,0.99544,32,0.53,95,6,White
81,0.46,0.31,NA,0.052,50,183,0.9923,303,0.42,112,5,White
63,0.36,0.28,NA,0.035,18,73,0.98868,31,0.47,128,7,White
58,0.29,0.38,NA,0.038,49,136,0.99366,311,0.59,112,6,White
93,0.39,0.4,26,0.073,10,26,0.9984,334,0.75,102,6,Red
68,0.18,0.37,NA,0.055,47,154,0.9934,308,0.45,91,5,White
97,0.55,0.17,29,0.087,20,53,1.0004,314,0.61,94,5,Red
55,0.29,0.3,NA,0.022,20,110,0.98869,334,0.38,128,7,White
7,0.21,0.28,NA,0.045,37,221,0.9954,325,0.54,104,6,White
65,0.17,0.31,NA,0.041,34,121,0.99092,306,0.46,105,6,White
58,0.36,0.5,1,0.127,63,178,0.99212,31,0.45,97,5,White
64,0.28,0.44,NA,0.048,49,179,0.99528,315,0.48,92,5,White
74,0.28,0.36,NA,0.048,35,161,0.9968,314,0.56,106,5,White
75,0.58,0.14,22,0.077,27,60,0.9963,328,0.59,98,5,Red
72,0.23,0.39,NA,0.033,29,102,0.9908,326,0.54,123,7,White
73,0.3,0.74,NA,0.039,46,165,0.9982,302,0.4,87,5,White
69,0.26,0.27,NA,0.031,20,80,0.99089,312,0.39,115,6,White
59,0.24,0.3,2,0.033,28,92,0.99225,339,0.69,109,7,White
79,0.36,0.53,NA,0.049,63,139,0.99792,294,0.45,91,5,White
71,0.735,0.16,19,0.1,15,77,0.9966,327,0.64,93,5,Red
68,0.5,0.11,15,0.075,16,49,0.99545,336,0.79,95,5,Red
65,0.27,0.19,NA,0.045,98,175,0.99364,316,0.34,101,6,White
7,0.29,0.33,NA,0.041,20,117,0.99048,321,0.5,114,5,White
65,0.63,0.33,18,0.059,16,28,0.99531,336,0.64,101,6,Red
76,0.31,0.34,25,0.082,26,35,0.99356,322,0.59,125,7,Red
73,0.24,0.29,NA,0.037,37,97,0.9926,319,0.7,101,6,White
78,0.56,0.19,21,0.081,15,105,0.9962,333,0.54,95,5,Red
68,0.64,0,27,0.123,15,33,0.99538,344,0.63,113,6,Red
68,0.19,0.71,NA,0.042,21,114,0.99784,285,0.5,95,6,White
102,0.54,0.37,154,0.214,55,95,1.00369,318,0.77,9,6,Red
8,0.27,0.33,NA,0.05,41,103,0.99002,3,0.45,124,6,White
56,0.12,0.33,NA,0.044,21,73,0.98896,317,0.32,129,8,White
86,0.34,0.36,NA,0.045,11,119,0.99556,317,0.47,94,4,White
6,0.2,0.38,NA,0.034,37,104,0.98865,311,0.52,127,6,White
66,0.28,0.41,7,0.046,59,194,0.99558,314,0.48,94,5,White
52,0.335,0.2,NA,0.033,17,74,0.99002,334,0.48,123,6,White
68,0.2,0.59,NA,0.147,38,132,0.993,305,0.38,91,6,White
64,0.67,0.08,21,0.045,19,48,0.9949,349,0.49,114,6,Red
75,0.42,0.32,27,0.067,7,25,0.99628,324,0.44,104,5,Red
54,0.24,0.18,NA,0.05,22,145,0.99207,324,0.46,103,5,White
67,0.33,0.49,NA,0.167,20,94,0.9914,311,0.5,114,6,White
73,0.32,0.35,NA,0.05,8,163,0.99244,324,0.42,107,5,White
6,0.31,0.24,NA,0.041,25,143,0.9914,331,0.44,113,6,White
69,0.24,0.4,NA,0.052,81,198,0.9986,32,0.69,94,5,White
123,0.5,0.49,22,0.089,5,14,1.0002,319,0.44,96,5,Red
123,0.27,0.49,31,0.079,28,46,0.9993,32,0.8,102,6,Red
58,0.26,0.24,NA,0.044,55,152,0.9961,331,0.38,94,5,White
74,0.19,0.49,NA,0.03,26,132,0.994,299,0.32,11,7,White
75,0.34,0.24,NA,0.031,5,34,0.99098,301,0.36,118,4,White
84,0.635,0.36,2,0.089,15,55,0.99745,331,0.57,104,4,Red
73,0.22,0.41,NA,0.05,55,191,1,332,0.59,89,6,White
85,0.17,0.74,NA,0.05,29,128,0.9928,328,0.4,124,6,White
67,0.62,0.21,19,0.079,8,62,0.997,352,0.58,93,6,Red
62,0.32,0.24,NA,0.051,34,149,0.99306,336,0.52,11,5,White
62,0.35,0.29,NA,0.041,22,79,0.99005,31,0.59,120666700000000,6,White
65,0.2,0.5,NA,0.054,50,221,0.99941,294,0.64,88,6,White
6,0.31,0.38,NA,0.04,41,101,0.98968,324,0.56,131,6,White
15,0.21,0.44,22,0.075,10,24,1.00005,307,0.84,92,7,Red
63,0.28,0.3,NA,0.208,60,154,0.99478,31,0.4,94,6,White
74,0.45,0.32,NA,0.044,17,117,0.9962,332,0.41,104,4,White
72,0.32,0.33,NA,0.029,29,109,0.9902,315,0.51,128,7,White
61,0.23,0.45,NA,0.094,49,169,0.99699,305,0.54,88,5,White
65,0.23,0.39,NA,0.036,41,98,0.99,319,0.43,119,7,White
52,0.37,0.33,NA,0.028,13,81,0.9902,337,0.38,117,6,White
119,0.39,0.69,28,0.095,17,35,0.9994,31,0.61,108,6,Red
121,0.4,0.52,2,0.092,15,54,1,303,0.66,102,5,Red
69,0.28,0.33,NA,0.039,16,98,0.9904,307,0.39,117,6,White
62,0.27,0.43,NA,0.056,48,244,0.9956,31,0.51,9,6,White
82,0.39,0.38,15,0.058,10,29,0.9962,326,0.74,98,5,Red
66,0.34,0.27,NA,0.059,23,136,0.9957,33,0.49,101,6,White
116,0.41,0.54,15,0.095,22,41,0.99735,302,0.76,99,7,Red
69,0.41,0.33,22,0.081,22,36,0.9949,341,0.75,111,6,Red
65,0.22,0.25,NA,0.05,44,138,1.0001,33,0.37,88,5,White
71,0.32,0.24,NA,0.05,52,204,0.998,31,0.49,88,5,White
69,0.22,0.39,6,0.035,44,141,0.99123,311,0.33,125,6,White
64,0.23,0.37,NA,0.05,60,150,0.99488,286,0.49,93,6,White
65,0.35,0.36,NA,0.034,32,111,0.98942,311,0.5,121,8,White
66,0.21,0.31,NA,0.039,46,165,0.99795,341,0.44,98,7,White
57,1.13,0.09,15,0.172,7,19,0.994,35,0.48,98,4,Red
65,0.39,0.35,NA,0.049,10,164,0.99516,335,0.51,97,5,White
71,0.67,0,23,0.083,18,27,0.99768,344,0.54,94,5,Red
62,0.27,0.49,NA,0.05,20,74,0.9931,332,0.44,98,6,White
84,0.56,0.04,2,0.082,10,22,0.9976,322,0.44,96,5,Red
62,0.21,0.24,NA,0.051,31,95,0.99036,324,0.57,113,6,White
71,0.365,0.14,NA,0.055,24,84,0.9941,315,0.43,89,5,White
76,0.43,0.31,21,0.069,13,74,0.9958,326,0.54,99,6,Red
69,0.37,0.23,NA,0.057,54,166,0.99568,323,0.42,10,5,White
76,0.19,0.41,NA,0.04,38,143,0.9907,292,0.42,114,5,White
63,0.3,0.29,NA,0.048,33,142,0.98956,322,0.46,129,7,White
73,0.21,0.33,1,0.037,66,144,0.9923,311,0.52,102,6,White
66,0.28,0.42,NA,0.044,60,196,0.99562,314,0.48,94,5,White
95,0.39,0.41,89,0.069,18,39,0.99859,329,0.81,109,7,Red
71,0.44,0.37,NA,0.041,35,128,0.9896,307,0.43,135,7,White
116,0.53,0.66,365,0.121,6,14,0.9978,305,0.74,115,7,Red
73,0.27,0.37,NA,0.042,36,130,0.9979,348,0.75,99,6,White
64,0.24,0.23,NA,0.069,31,157,0.9962,325,0.53,91,5,White
75,0.61,0.26,19,0.073,24,88,0.99612,33,0.53,98,5,Red
73,0.19,0.27,NA,0.057,45,155,0.99807,294,0.41,88,8,White
67,0.28,0.28,24,0.012,36,100,0.99064,326,0.39,117,7,Red
72,0.36,0.46,21,0.074,24,44,0.99534,34,0.85,11,7,Red
52,0.38,0.26,NA,0.053,20,103,0.9925,327,0.45,122,6,White
65,0.33,0.3,NA,0.036,34,88,0.99028,325,0.63,125,7,White
75,0.29,0.31,NA,0.055,20,151,0.9968,308,0.54,93,5,White
69,0.43,0.28,NA,0.056,29,183,0.99594,317,0.43,94,5,White
66,0.15,0.32,6,0.033,59,128,0.99192,319,0.71,121,8,White
67,0.19,0.34,1,0.022,22,94,0.9912,323,0.57,111,6,White
73,0.36,0.62,NA,0.033,48,185,0.99472,314,0.62,106,6,White
69,0.21,0.33,NA,0.034,48,136,0.9899,325,0.41,126,7,White
7,0.21,0.31,6,0.046,29,108,0.9939,326,0.5,108,6,White
69,0.4,0.56,NA,0.043,40,142,0.9975,314,0.46,87,5,White
67,0.28,0.28,24,0.012,36,100,0.99064,326,0.39,117,7,Red
78,0.26,0.49,NA,0.027,28,87,0.9919,303,0.32,113,7,White
65,0.5,0.22,NA,0.036,35,131,0.9902,326,0.55,13,7,White
54,0.23,0.36,NA,0.03,74,121,0.98976,324,0.99,121,7,White
7,0.25,0.45,NA,0.045,40,118,0.99064,316,0.48,119,7,White
75,0.33,0.38,NA,0.126,49,199,0.99711,298,0.57,94,5,White
